[2023-08-05T04:03:47+0000] [PACMAN] Running '/usr/sbin/pacman -r /var/work/lqs_releng/aarch64/airootfs -Sy --config=/var/work/lqs_releng/iso.pacman.conf --noconfirm alsa-utils amd-ucode arch-install-scripts archinstall b43-fwcutter base bind-tools brltty btrfs-progs clonezilla crda cryptsetup darkhttpd ddrescue dhclient dhcpcd diffutils dmraid dnsmasq dosfstools e2fsprogs espeakup ethtool exfatprogs f2fs-tools fatresize fsarchiver gnu-netcat gpart gpm gptfdisk grml-zsh-config hdparm irssi iw iwd jfsutils kitty-terminfo less lftp libfido2 libusb-compat linux-aarch64 linux-atm linux-firmware livecd-sounds lsscsi lynx man-db man-pages mc mkinitcpio mkinitcpio-archiso mkinitcpio-nfs-utils modemmanager mtools nano nbd ndisc6 nfs-utils nilfs-utils nmap ntfs-3g nvme-cli openconnect openssh openvpn partclone parted partimage pcsclite ppp pptpclient pv qemu-guest-agent qemu-img reiserfsprogs rp-pppoe rsync rxvt-unicode-terminfo screen sdparm sg3_utils smartmontools sof-firmware squashfs-tools sudo systemd-resolvconf tcpdump terminus-font testdisk tmux tpm2-tss udftools usb_modeswitch usbmuxd usbutils vim vpnc wireless-regdb wireless_tools wpa_supplicant wvdial xfsprogs xl2tpd zsh util-linux lvm2 mdadm efibootmgr'
[2023-08-05T04:03:47+0000] [PACMAN] synchronizing package lists
[2023-08-05T04:09:38+0000] [ALPM] installed rsync (3.2.7-4)
[2023-08-05T04:09:38+0000] [ALPM] installed rxvt-unicode-terminfo (9.31-2)
[2023-08-05T04:09:38+0000] [ALPM] installed sdparm (1.12-1)
[2023-08-05T04:09:38+0000] [ALPM] installed sg3_utils (1.47-1)
[2023-08-05T04:09:38+0000] [ALPM] installed smartmontools (7.3-1)
[2023-08-05T04:09:39+0000] [ALPM] installed sof-firmware (2.2.6-1)
[2023-08-05T04:09:39+0000] [ALPM] installed squashfs-tools (4.6.1-1)
[2023-08-05T04:09:39+0000] [ALPM] installed sudo (1.9.14.p3-1)
[2023-08-05T04:09:39+0000] [ALPM] installed systemd-resolvconf (254-1)
[2023-08-05T04:09:39+0000] [ALPM] installed tcpdump (4.99.4-1)
[2023-08-05T04:09:40+0000] [ALPM] installed terminus-font (4.49.1-5)
[2023-08-05T04:09:40+0000] [ALPM] installed libjpeg-turbo (2.1.5.1-1)
[2023-08-05T04:09:40+0000] [ALPM] installed testdisk (7.1-5)
[2023-08-05T04:09:40+0000] [ALPM] installed tmux (3.3_a-7)
[2023-08-05T04:09:40+0000] [ALPM] installed udftools (2.3-1)
[2023-08-05T04:09:41+0000] [ALPM] installed tcl (8.6.13-1)
[2023-08-05T04:09:41+0000] [ALPM] installed usb_modeswitch (2.6.1-3)
[2023-08-05T04:09:41+0000] [ALPM] installed libplist (2.3.0-2)
[2023-08-05T04:09:41+0000] [ALPM] installed libusbmuxd (2.0.2-3)
[2023-08-05T04:09:41+0000] [ALPM] installed libimobiledevice (1.3.0-9)
[2023-08-05T04:09:41+0000] [ALPM] installed usbmuxd (1.1.1-3)
[2023-08-05T04:09:41+0000] [ALPM] installed usbutils (015-3)
[2023-08-05T04:09:43+0000] [ALPM] installed vim-runtime (9.0.1676-1)
[2023-08-05T04:09:43+0000] [ALPM] installed vim (9.0.1676-1)
[2023-08-05T04:09:43+0000] [ALPM] installed wireless_tools (30.pre9-3)
[2023-08-05T04:09:44+0000] [ALPM] installed wpa_supplicant (2:2.10-8)
[2023-08-05T04:09:44+0000] [ALPM] installed xplc (0.3.13-10)
[2023-08-05T04:09:44+0000] [ALPM] installed wvstreams (4.6.1-20)
[2023-08-05T04:09:44+0000] [ALPM] installed wvdial (1.61-8)
[2023-08-05T04:09:44+0000] [ALPM] installed libinih (56-1)
[2023-08-05T04:09:44+0000] [ALPM] installed liburcu (0.14.0-1)
[2023-08-05T04:09:45+0000] [ALPM] installed xfsprogs (6.4.0-1)
[2023-08-05T04:09:45+0000] [ALPM] installed xl2tpd (1.3.18-1)
[2023-08-05T04:09:45+0000] [ALPM] installed thin-provisioning-tools (1.0.5-1)
[2023-08-05T04:09:45+0000] [ALPM] installed lvm2 (2.03.21-1)
[2023-08-05T04:09:45+0000] [ALPM] installed mdadm (4.2-2)
[2023-08-05T04:09:45+0000] [ALPM] installed efivar (38-3)
[2023-08-05T04:09:45+0000] [ALPM] installed efibootmgr (18-2)
[2023-08-05T04:09:45+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:45+0000] [ALPM] transaction completed
[2023-08-05T04:09:46+0000] [ALPM] running '20-systemd-sysusers.hook'...
[2023-08-05T04:09:46+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:46+0000] [ALPM] running '30-systemd-catalog.hook'...
[2023-08-05T04:09:46+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:46+0000] [ALPM] running '30-systemd-daemon-reload.hook'...
[2023-08-05T04:09:46+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:46+0000] [ALPM] running '30-systemd-hwdb.hook'...
[2023-08-05T04:09:46+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:46+0000] [ALPM] running '30-systemd-sysctl.hook'...
[2023-08-05T04:09:46+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:46+0000] [ALPM] running '30-systemd-tmpfiles.hook'...
[2023-08-05T04:09:47+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:47+0000] [ALPM] running '30-systemd-udev-reload.hook'...
[2023-08-05T04:09:47+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:47+0000] [ALPM] running '30-systemd-update.hook'...
[2023-08-05T04:09:47+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:47+0000] [ALPM] running '40-update-ca-trust.hook'...
[2023-08-05T04:09:47+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:47+0000] [ALPM] running '60-depmod.hook'...
[2023-08-05T04:09:47+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:47+0000] [ALPM] running '60-linux-aarch64.hook'...
[2023-08-05T04:09:47+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:47+0000] [ALPM] running '90-linux-aarch64.hook'...
[2023-08-05T04:09:47+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:47+0000] [ALPM] running '90-mkinitcpio-install.hook'...
[2023-08-05T04:09:47+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:47+0000] [ALPM] running 'dbus-reload.hook'...
[2023-08-05T04:09:47+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:47+0000] [ALPM] running 'detect-old-perl-modules.hook'...
[2023-08-05T04:09:47+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:47+0000] [ALPM] running 'texinfo-install.hook'...
[2023-08-05T04:09:47+0000] [ALPM-SCRIPTLET] call to execv failed (No such file or directory)
[2023-08-05T04:09:48+0000] [PACMAN] Running '/usr/sbin/pacman -Q --sysroot /var/work/lqs_releng/aarch64/airootfs'
